id,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,previous,y
1904,29,blue-collar,single,secondary,no,43,no,no,cellular,142,1,failure,no
1905,28,services,single,secondary,no,168,no,no,cellular,347,3,success,yes
1906,41,unemployed,married,secondary,no,1077,yes,yes,telephone,207,3,failure,yes
1907,24,student,single,secondary,no,1234,no,no,telephone,280,2,success,no
1908,48,unemployed,divorced,secondary,no,201,no,no,cellular,594,1,success,yes
1909,33,services,married,secondary,no,386,no,no,cellular,253,1,failure,yes
1910,37,blue-collar,married,secondary,no,1165,yes,no,cellular,62,3,success,no
1911,34,admin.,married,tertiary,no,69,no,yes,cellular,120,3,success,yes
1912,41,housemaid,single,secondary,no,2184,no,no,cellular,98,1,failure,no
1913,47,unknown,married,unknown,no,677,no,no,cellular,900,2,failure,yes
1914,38,admin.,divorced,secondary,no,673,yes,no,cellular,429,1,other,no
1915,37,technician,married,secondary,no,494,yes,no,cellular,247,2,failure,no
1916,24,admin.,single,secondary,no,99,no,no,cellular,65,3,failure,no
1917,24,student,single,unknown,no,358,no,no,cellular,407,2,success,no
1918,50,admin.,married,secondary,no,3608,yes,no,cellular,176,2,success,yes
1919,60,management,married,secondary,no,0,no,no,telephone,230,2,failure,no
1920,34,blue-collar,married,secondary,no,262,no,no,cellular,89,2,success,yes
1921,52,management,married,unknown,no,1708,no,no,telephone,193,1,failure,no
1922,40,management,single,tertiary,no,3840,yes,no,cellular,232,2,success,yes
1923,30,self-employed,married,tertiary,no,2666,no,no,cellular,781,3,success,yes
1924,40,blue-collar,single,secondary,no,169,yes,no,cellular,214,1,failure,no
1925,33,unemployed,married,secondary,no,1211,no,no,cellular,535,1,success,yes
1926,42,services,married,secondary,no,1027,yes,no,telephone,188,2,failure,no
1927,73,retired,married,secondary,no,2850,no,no,cellular,184,2,failure,no
1928,39,services,married,secondary,no,8876,no,no,cellular,106,1,failure,no
1929,35,technician,married,secondary,no,1092,no,no,cellular,132,1,failure,no
1930,71,retired,divorced,primary,no,275,no,no,cellular,293,1,success,yes
1931,30,blue-collar,married,secondary,no,658,yes,no,cellular,99,3,failure,no
1932,26,self-employed,single,tertiary,no,3044,yes,yes,cellular,550,1,other,no
1933,47,entrepreneur,married,secondary,no,583,yes,no,cellular,495,1,failure,no
1934,29,admin.,married,secondary,no,503,no,yes,cellular,433,1,failure,no
1935,33,management,married,tertiary,no,271,yes,no,cellular,182,2,success,yes
1936,40,management,single,tertiary,no,257,no,no,cellular,147,1,failure,no
1937,32,blue-collar,married,secondary,no,428,yes,no,cellular,93,1,failure,no
1938,34,entrepreneur,married,secondary,no,1847,yes,no,cellular,543,3,failure,no
1939,32,student,single,tertiary,no,0,no,no,cellular,101,5,other,no
1940,22,student,single,secondary,no,948,no,no,telephone,215,1,failure,yes
1941,29,admin.,single,secondary,no,464,no,no,cellular,208,2,success,yes
1942,44,technician,single,unknown,no,11115,no,no,cellular,189,1,success,no
1943,47,services,married,secondary,no,1269,yes,no,cellular,181,1,other,no
1944,43,self-employed,married,secondary,no,5704,yes,no,cellular,154,3,failure,no
1945,35,admin.,married,secondary,no,3487,yes,no,cellular,323,2,failure,no
1946,31,blue-collar,married,primary,no,-199,yes,yes,telephone,149,5,failure,no
1947,40,admin.,single,secondary,no,100,yes,no,cellular,221,1,success,yes
1948,31,services,single,secondary,no,442,yes,no,cellular,355,3,failure,no
1949,36,technician,married,tertiary,no,4596,yes,no,cellular,234,2,success,yes
1950,36,management,married,tertiary,no,495,no,no,cellular,91,1,success,yes
1951,25,admin.,single,tertiary,no,1185,no,no,cellular,290,1,failure,yes
1952,59,technician,married,tertiary,no,883,no,no,cellular,1551,1,failure,no
1953,57,blue-collar,married,secondary,no,1412,yes,no,cellular,89,1,failure,no
1954,56,blue-collar,married,secondary,no,659,yes,no,cellular,148,1,failure,no
1955,33,management,married,tertiary,no,643,no,no,cellular,203,3,other,no
1956,44,technician,single,secondary,no,140,yes,no,cellular,324,2,failure,no
1957,34,management,married,tertiary,no,1657,yes,no,cellular,566,2,failure,no
1958,41,technician,married,secondary,no,-312,yes,no,cellular,90,1,failure,no
1959,27,blue-collar,married,secondary,no,2171,yes,no,cellular,130,1,other,no
1960,26,student,single,secondary,no,203,no,no,cellular,104,1,failure,no
1961,49,management,single,tertiary,no,5689,no,no,cellular,470,1,failure,yes
1962,34,blue-collar,married,secondary,no,529,yes,no,cellular,325,1,failure,no
1963,37,services,single,secondary,no,342,yes,no,cellular,127,1,failure,no
1964,33,management,divorced,tertiary,no,525,yes,yes,cellular,260,1,other,no
1965,50,management,married,tertiary,no,830,no,no,cellular,71,1,failure,no
1966,38,services,married,secondary,no,775,no,no,cellular,1835,3,success,yes
1967,38,blue-collar,married,primary,no,689,yes,no,cellular,585,2,failure,no
1968,46,management,married,tertiary,no,523,yes,no,cellular,105,4,failure,no
1969,65,retired,married,secondary,no,1370,no,no,cellular,177,1,failure,no
1970,50,self-employed,single,secondary,no,766,yes,no,cellular,253,2,failure,no
1971,27,blue-collar,married,secondary,no,245,yes,no,cellular,121,1,failure,no
1972,39,services,married,secondary,no,-311,yes,no,cellular,55,2,other,no
1973,29,student,single,tertiary,no,3054,no,no,cellular,204,1,success,no
1974,29,technician,married,tertiary,no,676,no,no,cellular,93,2,failure,no
1975,31,entrepreneur,single,secondary,no,159,yes,no,cellular,66,1,failure,no
1976,44,blue-collar,married,secondary,no,1343,yes,yes,cellular,414,2,failure,no
1977,38,admin.,divorced,secondary,no,308,yes,no,cellular,197,1,failure,no
1978,38,self-employed,married,secondary,no,215,yes,no,cellular,70,1,failure,no
1979,29,management,married,secondary,no,231,no,no,cellular,1075,1,failure,yes
1980,31,management,married,tertiary,no,1164,yes,yes,cellular,141,2,failure,no
1981,44,management,married,primary,no,5418,yes,yes,cellular,188,1,failure,no
1982,29,management,married,tertiary,no,198,yes,no,cellular,453,1,failure,no
1983,37,management,single,tertiary,no,0,yes,no,cellular,109,1,failure,no
1984,63,retired,married,secondary,no,2747,no,no,cellular,113,1,failure,no
1985,43,blue-collar,married,secondary,no,130,no,no,cellular,156,1,failure,no
1986,40,services,married,secondary,no,-212,yes,yes,cellular,71,1,failure,no
1987,44,management,married,tertiary,no,870,yes,yes,cellular,118,2,failure,no
1988,59,management,married,primary,no,8334,no,no,cellular,141,4,other,no
1989,47,blue-collar,married,primary,no,-169,yes,yes,cellular,172,2,failure,no
1990,51,management,married,tertiary,no,-516,yes,no,cellular,120,2,failure,no
1991,33,self-employed,single,tertiary,no,562,yes,yes,cellular,196,1,failure,yes
1992,37,technician,married,primary,no,1653,yes,yes,cellular,285,2,failure,no
1993,56,blue-collar,married,secondary,no,-256,yes,yes,cellular,92,1,failure,no
1994,32,technician,married,tertiary,no,15,no,no,cellular,226,1,failure,no
1995,39,management,married,tertiary,no,691,yes,yes,cellular,517,1,failure,no
1996,33,management,single,tertiary,no,935,no,no,cellular,385,2,success,yes
1997,31,management,married,tertiary,no,1224,yes,yes,cellular,75,2,success,no
1998,60,technician,married,secondary,no,824,yes,no,cellular,127,1,other,yes
1999,61,retired,married,primary,no,1720,no,no,cellular,150,1,failure,no
2000,42,blue-collar,married,secondary,no,2717,yes,yes,cellular,181,2,failure,no
